venta_id,fecha,cliente_id,variedad_id,empaque,tallos,precio_tallo
607,2024-01-05,17,4,EB,17110,0.309
608,2024-01-06,13,5,QB,106099,0.299
609,2024-01-06,27,3,QB,27408,0.34
610,2024-01-06,11,7,QB,100633,0.155
611,2024-01-07,17,8,QB,18589,0.185
612,2024-01-07,10,3,HB,34995,0.306
613,2024-01-07,7,3,HB,71788,0.326
614,2024-01-08,24,7,EB,52272,0.112
615,2024-01-08,23,2,EB,51535,0.286
616,2024-01-08,23,4,HB,48451,0.32
617,2024-01-09,17,3,QB,1895,0.261
618,2024-01-09,1,5,HB,143542,0.338
619,2024-01-10,14,8,EB,31673,0.178
620,2024-01-10,9,3,HB,38335,0.333
621,2024-01-11,6,5,EB,84525,0.319
622,2024-01-11,19,7,QB,506401,0.125
623,2024-01-11,2,2,QB,2580,0.311
624,2024-01-11,9,8,HB,25793,0.206
625,2024-01-12,17,4,FB,73342,0.289
626,2024-01-12,15,3,HB,82423,0.316
627,2024-01-12,23,5,FB,411254,0.306
628,2024-01-12,20,4,QB,95842,0.312
629,2024-01-13,6,3,QB,89424,0.292
630,2024-01-13,18,8,EB,19301,0.182
631,2024-01-14,22,8,HB,44310,0.147
632,2024-01-15,24,3,HB,6771,0.324
633,2024-01-15,5,2,HB,102235,0.317
634,2024-01-15,26,7,HB,109345,0.127
635,2024-01-15,12,2,QB,10373,0.297
636,2024-01-15,19,5,QB,86357,0.313
637,2024-01-16,26,7,QB,149135,0.119
638,2024-01-16,6,4,FB,10571,0.303
639,2024-01-16,17,4,QB,5420,0.274
640,2024-01-17,3,2,FB,26691,0.276
641,2024-01-17,22,8,FB,91499,0.205
642,2024-01-19,17,5,HB,77465,0.322
643,2024-01-19,15,5,HB,78109,0.294
644,2024-01-19,18,4,HB,4441,0.335
645,2024-01-19,16,8,EB,22507,0.177
646,2024-01-20,26,2,EB,605,0.313
647,2024-01-20,3,4,EB,32402,0.321
648,2024-01-20,10,8,QB,32427,0.161
649,2024-01-20,13,7,FB,35885,0.143
650,2024-01-21,4,3,EB,52620,0.305
651,2024-01-21,4,5,HB,24360,0.317
652,2024-01-22,16,3,EB,72980,0.332
653,2024-01-22,14,8,HB,54821,0.168
654,2024-01-22,26,2,EB,22210,0.337
655,2024-01-22,7,4,QB,12104,0.311
656,2024-01-22,13,8,HB,18658,0.182
657,2024-01-22,1,4,QB,33086,0.306
658,2024-01-22,6,3,FB,26064,0.345
659,2024-01-22,13,8,QB,1020,0.168
660,2024-01-23,7,4,HB,30140,0.355
661,2024-01-23,9,8,EB,8370,0.193
662,2024-01-23,24,8,QB,7971,0.161
663,2024-01-23,13,7,QB,65137,0.144
664,2024-01-23,20,8,HB,410,0.165
665,2024-01-24,12,8,HB,54585,0.171
666,2024-01-24,15,8,QB,101408,0.167
667,2024-01-24,24,4,EB,637,0.286
668,2024-01-25,3,4,EB,10203,0.331
669,2024-01-25,22,3,HB,16429,0.279
670,2024-01-25,16,8,QB,11713,0.187
671,2024-01-25,25,3,QB,139893,0.316
672,2024-01-26,28,7,EB,71720,0.135
673,2024-01-27,17,5,HB,84955,0.338
674,2024-01-27,16,5,QB,92952,0.291
675,2024-01-27,8,3,QB,8136,0.356
676,2024-01-28,25,7,HB,23583,0.136
677,2024-01-28,8,2,HB,29272,0.343
678,2024-01-29,18,2,EB,2050,0.309
679,2024-01-29,18,2,HB,940,0.359
680,2024-01-29,14,4,QB,7993,0.323
681,2024-01-30,20,2,FB,38533,0.335
682,2024-01-30,5,3,QB,58545,0.308
683,2024-01-30,16,5,FB,8193,0.335
684,2024-01-30,25,7,FB,7979,0.129
685,2024-01-30,23,3,QB,19983,0.366
686,2024-01-31,23,3,QB,103267,0.299
687,2024-01-31,18,7,HB,178992,0.149
688,2024-01-31,19,7,HB,153992,0.136
689,2024-02-01,1,3,HB,41193,0.306
690,2024-02-02,22,2,QB,5637,0.286
691,2024-02-03,16,4,QB,36539,0.335
692,2024-02-03,28,4,QB,86901,0.305
693,2024-02-03,9,2,EB,11239,0.315
694,2024-02-03,27,8,FB,21460,0.161
695,2024-02-03,6,3,QB,12719,0.318
696,2024-02-04,18,8,FB,43155,0.161
697,2024-02-04,13,5,HB,17471,0.278
698,2024-02-04,16,3,QB,3689,0.364
699,2024-02-04,22,4,FB,37393,0.336
700,2024-02-05,7,2,FB,60893,0.295
701,2024-02-05,22,7,HB,29588,0.146
702,2024-02-06,1,4,QB,99861,0.28
703,2024-02-06,4,7,QB,123010,0.136
704,2024-02-06,14,5,HB,25327,0.315
705,2024-02-06,8,8,HB,29705,0.207
706,2024-02-06,27,5,QB,109971,0.331
707,2024-02-07,26,2,EB,7610,0.337
708,2024-02-08,22,5,QB,31321,0.334
709,2024-02-08,16,2,HB,318,0.308
710,2024-02-08,5,5,EB,68137,0.327
711,2024-02-09,23,8,QB,24999,0.19
712,2024-02-09,16,8,HB,64922,0.215
713,2024-02-10,1,7,HB,27559,0.12
714,2024-02-10,25,5,QB,24383,0.324
715,2024-02-10,4,8,FB,13323,0.213
716,2024-02-10,26,4,QB,6461,0.345
717,2024-02-11,23,4,QB,71659,0.354
718,2024-02-11,16,4,HB,47078,0.351
719,2024-02-12,16,7,QB,74166,0.136
720,2024-02-12,23,3,HB,76787,0.327
721,2024-02-13,1,8,QB,40755,0.171
722,2024-02-13,9,7,EB,285578,0.14
723,2024-02-13,26,8,QB,13183,0.188
724,2024-02-13,21,3,QB,34282,0.281
725,2024-02-14,15,5,QB,52430,0.322
726,2024-02-14,20,5,HB,226875,0.316
727,2024-02-14,6,7,QB,19806,0.12
728,2024-02-15,13,4,HB,14638,0.347
729,2024-02-15,22,2,HB,41232,0.335
730,2024-02-15,19,7,EB,40432,0.128
731,2024-02-15,27,3,QB,276,0.342
732,2024-02-15,22,5,HB,51316,0.352
733,2024-02-16,8,3,QB,55402,0.344
734,2024-02-16,10,3,HB,32336,0.362
735,2024-02-16,9,2,QB,19899,0.33
736,2024-02-17,6,3,QB,24149,0.308
737,2024-02-17,26,2,QB,19915,0.312
738,2024-02-17,20,5,HB,37553,0.268
739,2024-02-17,12,3,HB,435,0.334
740,2024-02-17,23,7,QB,3379,0.147
741,2024-02-17,24,7,QB,1425,0.139
742,2024-02-17,2,8,QB,13287,0.194
743,2024-02-17,28,2,QB,16945,0.301
744,2024-02-18,7,8,EB,37633,0.201
745,2024-02-18,13,7,HB,162296,0.125
746,2024-02-18,17,3,QB,63920,0.342
747,2024-02-19,11,2,FB,12169,0.352
748,2024-02-19,9,2,HB,3235,0.33
749,2024-02-19,10,5,EB,2289,0.288
750,2024-02-19,17,3,FB,12881,0.291
751,2024-02-20,18,5,QB,10853,0.311
752,2024-02-20,5,3,QB,20072,0.354
753,2024-02-20,12,5,HB,9930,0.299
754,2024-02-20,9,5,EB,43779,0.299
755,2024-02-20,24,5,FB,46904,0.28
756,2024-02-20,13,2,HB,9725,0.327
757,2024-02-21,20,8,QB,49748,0.183
758,2024-02-21,13,8,QB,9522,0.167
759,2024-02-22,8,5,QB,20588,0.363
760,2024-02-22,25,7,QB,37856,0.13
761,2024-02-22,10,3,QB,23905,0.347
762,2024-02-22,9,8,HB,9940,0.216
763,2024-02-22,28,8,HB,19825,0.184
764,2024-02-23,7,8,FB,24619,0.191
765,2024-02-23,18,5,QB,37934,0.329
766,2024-02-23,24,7,HB,687790,0.144
767,2024-02-23,2,8,EB,2299,0.2
768,2024-02-23,15,3,QB,84570,0.288
769,2024-02-24,11,5,HB,165755,0.336
770,2024-02-24,5,3,HB,3564,0.329
771,2024-02-25,5,8,HB,22151,0.167
772,2024-02-25,8,3,QB,66467,0.303
773,2024-02-26,8,3,HB,42428,0.32
774,2024-02-26,3,5,QB,110532,0.332
775,2024-02-27,17,8,HB,31459,0.182
776,2024-02-27,23,5,EB,59027,0.307
777,2024-02-28,6,3,QB,56155,0.324
778,2024-02-28,16,2,FB,7540,0.346
779,2024-02-28,12,3,QB,22362,0.309
780,2024-02-28,3,2,QB,16141,0.357
781,2024-02-29,14,8,HB,2429,0.198
782,2024-02-29,11,2,FB,29144,0.319
783,2024-02-29,19,4,QB,89879,0.328
784,2024-03-01,5,3,FB,149,0.324
785,2024-03-01,26,8,HB,19269,0.19
786,2024-03-01,5,5,EB,20166,0.314
787,2024-03-01,21,3,QB,6528,0.313
788,2024-03-01,24,4,QB,22759,0.285
789,2024-03-01,12,3,EB,123599,0.349
790,2024-03-02,27,3,FB,141346,0.296
791,2024-03-02,13,5,HB,2917,0.297
792,2024-03-03,9,3,QB,55878,0.332
793,2024-03-03,17,4,FB,2106,0.328
794,2024-03-03,23,7,HB,120428,0.107
795,2024-03-03,12,4,QB,998,0.289
796,2024-03-04,12,3,QB,9404,0.323
797,2024-03-04,18,7,FB,17577,0.12
798,2024-03-05,23,7,QB,47299,0.153
799,2024-03-05,25,3,EB,72119,0.315
800,2024-03-06,17,2,QB,25981,0.304
801,2024-03-06,23,5,QB,11263,0.334
802,2024-03-06,13,4,QB,3660,0.29
803,2024-03-06,15,7,HB,51538,0.135
804,2024-03-07,9,7,HB,85904,0.138
805,2024-03-08,11,2,HB,6607,0.288
806,2024-03-08,26,4,QB,1048,0.337
807,2024-03-08,18,2,HB,2558,0.309
808,2024-03-08,17,2,HB,16757,0.349
809,2024-03-09,17,5,HB,3414,0.285
810,2024-03-10,22,7,QB,51518,0.136
811,2024-03-10,1,8,QB,61449,0.19
812,2024-03-10,3,3,HB,17572,0.353
813,2024-03-11,23,5,QB,6351,0.305
814,2024-03-11,19,2,QB,59309,0.308
815,2024-03-11,11,8,HB,48256,0.181
816,2024-03-12,9,8,EB,12252,0.185
817,2024-03-12,23,8,FB,32918,0.188
818,2024-03-13,4,2,HB,26941,0.314
819,2024-03-13,21,5,HB,157593,0.34
820,2024-03-13,3,4,HB,11834,0.302
821,2024-03-13,22,4,QB,53834,0.313
822,2024-03-13,17,4,HB,16219,0.325
823,2024-03-14,15,7,HB,81060,0.136
824,2024-03-14,2,5,HB,25228,0.358
825,2024-03-15,6,4,QB,4964,0.306
826,2024-03-15,1,4,FB,14685,0.336
827,2024-03-15,14,4,QB,10905,0.302
828,2024-03-15,6,4,QB,6792,0.312
829,2024-03-15,25,4,QB,79396,0.326
830,2024-03-15,19,4,QB,8251,0.3
831,2024-03-16,25,7,HB,23230,0.127
832,2024-03-16,4,4,QB,18394,0.325
833,2024-03-16,24,3,FB,36534,0.343
834,2024-03-17,20,2,QB,12539,0.337
835,2024-03-18,5,4,HB,5810,0.34
836,2024-03-18,6,5,HB,48407,0.291
837,2024-03-18,11,5,HB,120021,0.315
838,2024-03-19,4,5,HB,229535,0.348
839,2024-03-19,24,8,QB,10443,0.189
840,2024-03-19,9,2,HB,4316,0.36
841,2024-03-20,15,5,HB,82067,0.27
842,2024-03-20,23,3,EB,22974,0.365
843,2024-03-20,20,7,QB,3942,0.136
844,2024-03-20,20,3,HB,5316,0.271
845,2024-03-20,23,5,FB,41407,0.315
846,2024-03-20,23,7,HB,93887,0.144
847,2024-03-20,4,7,EB,27937,0.148
848,2024-03-20,23,2,QB,2210,0.297
849,2024-03-21,17,7,HB,14835,0.137
850,2024-03-21,15,3,HB,8096,0.318
851,2024-03-22,11,5,QB,25058,0.314
852,2024-03-22,13,8,QB,29522,0.179
853,2024-03-22,23,2,EB,14772,0.325
854,2024-03-22,3,3,HB,17789,0.351
855,2024-03-22,13,7,HB,73825,0.133
856,2024-03-23,27,3,EB,12322,0.327
857,2024-03-23,17,4,HB,33004,0.306
858,2024-03-23,26,3,QB,6195,0.312
859,2024-03-23,24,5,QB,16475,0.27
860,2024-03-23,20,5,HB,24886,0.353
861,2024-03-24,3,2,FB,2350,0.312
862,2024-03-25,10,8,HB,16187,0.163
863,2024-03-25,20,7,QB,387,0.124
864,2024-03-25,18,4,HB,67587,0.288
865,2024-03-26,24,3,QB,2750,0.359
866,2024-03-26,10,5,FB,22299,0.308
867,2024-03-27,6,5,HB,6669,0.324
868,2024-03-27,20,7,HB,180978,0.155
869,2024-03-27,20,8,QB,17045,0.189
870,2024-03-27,19,2,QB,15648,0.294
871,2024-03-28,9,2,HB,9947,0.356
872,2024-03-28,23,5,HB,31641,0.344
873,2024-03-28,17,8,EB,26353,0.215
874,2024-03-29,8,7,EB,33614,0.139
875,2024-03-30,22,3,HB,82512,0.292
876,2024-03-30,15,7,EB,601,0.13
877,2024-03-30,8,3,FB,1828,0.303
878,2024-03-31,17,8,QB,115659,0.178
879,2024-03-31,8,7,FB,161435,0.127
880,2024-03-31,15,7,QB,2258,0.129
881,2024-03-31,3,5,QB,25336,0.346
882,2024-04-01,14,7,EB,40901,0.164
883,2024-04-01,16,4,QB,82520,0.277
884,2024-04-02,23,5,HB,245090,0.271
885,2024-04-02,12,4,HB,30671,0.294
886,2024-04-03,23,8,QB,22610,0.182
887,2024-04-03,20,3,QB,3167,0.3
888,2024-04-04,12,3,QB,17030,0.347
889,2024-04-04,26,7,FB,210236,0.136
890,2024-04-04,27,5,HB,16897,0.285
891,2024-04-05,16,4,QB,5485,0.312
892,2024-04-05,6,2,QB,13204,0.318
893,2024-04-06,19,3,HB,33287,0.341
894,2024-04-06,25,2,HB,12828,0.33
895,2024-04-06,22,5,FB,180296,0.315
896,2024-04-06,25,8,HB,11553,0.207
897,2024-04-07,10,4,HB,20688,0.323
898,2024-04-07,5,5,FB,132591,0.334
899,2024-04-08,27,8,FB,39702,0.184
900,2024-04-08,28,8,EB,89685,0.172
901,2024-04-09,25,7,FB,18938,0.153
902,2024-04-09,4,4,QB,3894,0.375
903,2024-04-09,11,3,HB,18361,0.333
904,2024-04-09,26,4,FB,42288,0.33
905,2024-04-09,20,2,QB,17448,0.323
906,2024-04-10,20,3,HB,20920,0.32
907,2024-04-11,15,3,HB,73694,0.353
908,2024-04-11,22,8,QB,9485,0.213
909,2024-04-12,2,2,EB,18971,0.3
910,2024-04-12,11,4,QB,100535,0.32
911,2024-04-12,9,5,EB,28116,0.353
912,2024-04-12,20,5,FB,11507,0.342
913,2024-04-12,5,5,EB,306636,0.285
914,2024-04-13,15,8,HB,171706,0.217
915,2024-04-13,3,2,HB,29244,0.348
916,2024-04-13,19,7,FB,213858,0.141
917,2024-04-14,16,3,FB,3621,0.35
918,2024-04-14,17,4,QB,5912,0.344
919,2024-04-14,10,7,EB,222859,0.147
920,2024-04-14,5,7,EB,120511,0.136
921,2024-04-14,22,2,FB,31991,0.294
922,2024-04-14,21,2,FB,550,0.325
923,2024-04-14,14,2,HB,25072,0.334
924,2024-04-14,19,4,HB,3076,0.371
925,2024-04-14,21,8,QB,17521,0.187
926,2024-04-14,7,3,HB,193071,0.335
927,2024-04-14,11,3,FB,155658,0.37
928,2024-04-15,23,7,EB,57462,0.141
929,2024-04-15,14,4,EB,76136,0.274
930,2024-04-15,3,7,FB,79881,0.127
931,2024-04-19,16,5,EB,62937,0.312
932,2024-04-19,9,3,FB,13475,0.304
933,2024-04-19,3,2,HB,9873,0.312
934,2024-04-19,13,3,QB,9792,0.276
935,2024-04-19,27,2,FB,21745,0.314
936,2024-04-20,21,4,HB,18669,0.285
937,2024-04-20,22,3,HB,14106,0.316
938,2024-04-21,8,2,HB,31868,0.336
939,2024-04-21,27,3,QB,17536,0.308
940,2024-04-21,12,8,QB,2649,0.155
941,2024-04-21,12,3,HB,31138,0.296
942,2024-04-22,26,4,HB,138106,0.283
943,2024-04-22,28,3,EB,27042,0.329
944,2024-04-23,6,7,QB,2608,0.113
945,2024-04-23,22,5,HB,3563,0.319
946,2024-04-23,13,2,EB,19530,0.238
947,2024-04-23,13,8,QB,53503,0.195
948,2024-04-24,20,2,QB,2630,0.288
949,2024-04-24,17,5,QB,110956,0.313
950,2024-04-24,16,2,EB,35912,0.347
951,2024-04-24,1,7,FB,34363,0.141
952,2024-04-24,23,8,QB,3578,0.177
953,2024-04-24,3,4,FB,8858,0.35
954,2024-04-25,8,7,HB,96126,0.122
955,2024-04-25,5,3,FB,59635,0.31
956,2024-04-26,22,3,QB,13001,0.325
957,2024-04-27,25,5,FB,45055,0.339
958,2024-04-27,28,3,FB,28360,0.31
959,2024-04-27,11,3,QB,6936,0.378
960,2024-04-27,14,2,FB,31913,0.35
961,2024-04-28,25,4,HB,33746,0.329
962,2024-04-28,22,8,HB,6920,0.171
963,2024-04-28,8,7,QB,166449,0.132
964,2024-04-28,28,7,FB,1524,0.129
965,2024-04-28,8,3,FB,3555,0.385
966,2024-04-28,27,8,HB,56024,0.192
967,2024-04-28,3,7,EB,190266,0.132
968,2024-04-30,23,8,HB,15108,0.193
969,2024-04-30,16,8,QB,27772,0.191
970,2024-05-01,26,7,QB,42094,0.137
971,2024-05-01,5,8,HB,36485,0.159
972,2024-05-01,16,2,HB,20433,0.299
973,2024-05-02,25,2,HB,23334,0.313
974,2024-05-02,17,2,EB,14282,0.344
975,2024-05-03,25,3,HB,108318,0.331
976,2024-05-03,25,7,FB,62763,0.13
977,2024-05-03,26,8,QB,7826,0.154
978,2024-05-03,5,4,EB,73925,0.27
979,2024-05-03,3,2,FB,7542,0.297
980,2024-05-04,7,5,EB,46098,0.295
981,2024-05-05,18,7,HB,268072,0.142
982,2024-05-05,22,5,HB,185501,0.308
983,2024-05-05,4,2,HB,9348,0.337
984,2024-05-06,9,5,HB,49033,0.302
985,2024-05-06,7,5,HB,56638,0.299
986,2024-05-07,6,8,HB,1077,0.198
987,2024-05-07,23,8,QB,76152,0.202
988,2024-05-07,4,7,EB,40574,0.138
989,2024-05-08,22,4,HB,133,0.318
990,2024-05-08,21,7,EB,56117,0.143
991,2024-05-08,20,2,HB,2460,0.279
992,2024-05-08,2,2,HB,14421,0.29
993,2024-05-08,19,5,FB,11855,0.317
994,2024-05-08,9,4,FB,23424,0.357
995,2024-05-09,18,2,EB,12408,0.299
996,2024-05-09,15,8,HB,72160,0.197
997,2024-05-09,26,2,FB,22857,0.285
998,2024-05-10,13,3,QB,104215,0.334
999,2024-05-10,2,5,HB,48232,0.32
1000,2024-05-11,18,2,HB,4059,0.285
1001,2024-05-11,2,3,FB,21762,0.377
1002,2024-05-11,16,4,QB,2263,0.291
1003,2024-05-12,20,4,QB,2199,0.318
1004,2024-05-13,4,4,HB,110823,0.345
1005,2024-05-13,4,8,QB,2812,0.147
1006,2024-05-13,1,2,HB,26075,0.312
1007,2024-05-14,12,7,HB,10772,0.142
1008,2024-05-14,26,5,QB,205606,0.327
1009,2024-05-15,23,4,QB,39314,0.292
1010,2024-05-15,23,2,QB,15739,0.271
1011,2024-05-15,15,3,EB,19677,0.332
1012,2024-05-16,4,4,QB,6909,0.314
1013,2024-05-16,20,4,EB,52712,0.3
1014,2024-05-16,17,5,EB,3086,0.34
1015,2024-05-16,19,3,QB,32035,0.355
1016,2024-05-17,26,8,QB,4824,0.174
1017,2024-05-17,20,3,HB,41,0.347
1018,2024-05-17,19,7,HB,78804,0.138
1019,2024-05-17,18,5,QB,17170,0.326
1020,2024-05-17,15,3,HB,50914,0.311
1021,2024-05-18,26,3,QB,6608,0.339
1022,2024-05-18,1,5,QB,54736,0.317
1023,2024-05-18,27,5,FB,5948,0.333
1024,2024-05-18,10,4,QB,29514,0.31
1025,2024-05-18,6,4,HB,41807,0.289
1026,2024-05-19,15,7,QB,260604,0.144
1027,2024-05-19,13,7,HB,31601,0.126
1028,2024-05-19,23,3,QB,3902,0.324
1029,2024-05-19,22,3,HB,24022,0.34
1030,2024-05-19,3,3,HB,10488,0.353
1031,2024-05-20,18,8,EB,10617,0.184
1032,2024-05-20,17,4,HB,8787,0.259
1033,2024-05-20,17,7,QB,52533,0.147
1034,2024-05-21,23,2,HB,27379,0.372
1035,2024-05-21,1,7,HB,82404,0.149
1036,2024-05-21,8,2,FB,439,0.304
1037,2024-05-21,11,5,HB,16715,0.342
1038,2024-05-22,7,5,QB,155202,0.328
1039,2024-05-23,11,5,QB,68874,0.349
1040,2024-05-23,10,3,QB,43222,0.331
1041,2024-05-23,26,7,FB,72146,0.126
1042,2024-05-24,20,2,QB,11527,0.339
1043,2024-05-25,19,2,QB,5209,0.325
1044,2024-05-25,16,2,HB,16210,0.343
1045,2024-05-25,1,8,EB,11748,0.178
1046,2024-05-25,6,3,QB,72667,0.299
1047,2024-05-25,6,7,HB,40811,0.136
1048,2024-05-26,15,8,HB,97205,0.17
1049,2024-05-26,9,2,HB,5213,0.358
1050,2024-05-26,23,3,QB,1112,0.362
1051,2024-05-26,22,5,FB,57557,0.321
1052,2024-05-27,13,3,EB,119765,0.384
1053,2024-05-27,7,4,QB,15159,0.322
1054,2024-05-27,1,7,EB,91,0.155
1055,2024-05-27,18,5,FB,58596,0.315
1056,2024-05-28,15,8,QB,3721,0.204
1057,2024-05-29,2,7,HB,123689,0.142
1058,2024-05-30,22,7,EB,1069,0.134
1059,2024-05-30,23,3,FB,1835,0.352
1060,2024-05-31,3,8,QB,75065,0.144
1061,2024-05-31,8,2,QB,5850,0.337
1062,2024-05-31,1,8,HB,12171,0.197
1063,2024-05-31,17,8,HB,35242,0.148
1064,2024-06-01,20,7,EB,165902,0.142
1065,2024-06-03,7,8,QB,39429,0.173
1066,2024-06-04,6,4,HB,6002,0.332
1067,2024-06-04,21,3,HB,51588,0.279
1068,2024-06-05,12,8,QB,49021,0.203
1069,2024-06-05,24,2,QB,14116,0.314
1070,2024-06-06,12,5,HB,38161,0.324
1071,2024-06-07,8,5,HB,8349,0.305
1072,2024-06-08,12,5,HB,34434,0.267
1073,2024-06-08,2,5,HB,117494,0.33
1074,2024-06-10,24,3,QB,82038,0.306
1075,2024-06-10,24,5,QB,44091,0.351
1076,2024-06-11,15,8,HB,3544,0.178
1077,2024-06-11,19,4,HB,47443,0.334
1078,2024-06-11,7,3,QB,18558,0.284
1079,2024-06-12,17,3,EB,58918,0.334
1080,2024-06-12,26,7,QB,34153,0.135
1081,2024-06-13,26,3,HB,12323,0.346
1082,2024-06-13,8,8,QB,689,0.173
1083,2024-06-16,8,3,QB,11708,0.354
1084,2024-06-16,14,3,QB,6952,0.317
1085,2024-06-16,19,4,HB,33107,0.348
1086,2024-06-16,27,8,HB,5750,0.174
1087,2024-06-16,23,7,HB,261062,0.151
1088,2024-06-17,21,2,HB,63547,0.309
1089,2024-06-18,24,5,HB,21931,0.299
1090,2024-06-18,1,7,FB,256291,0.129
1091,2024-06-18,26,2,HB,28409,0.328
1092,2024-06-18,22,5,QB,5938,0.369
1093,2024-06-20,26,5,HB,13758,0.284
1094,2024-06-20,5,8,HB,141427,0.186
1095,2024-06-20,18,2,QB,17023,0.314
1096,2024-06-20,4,2,EB,56254,0.316
1097,2024-06-20,23,2,QB,3975,0.277
1098,2024-06-20,20,3,HB,42521,0.298
1099,2024-06-21,23,5,FB,65955,0.318
1100,2024-06-21,22,4,FB,47024,0.329
1101,2024-06-21,8,2,QB,8858,0.326
1102,2024-06-21,6,4,HB,30773,0.335
1103,2024-06-21,10,5,HB,59460,0.301
1104,2024-06-23,3,4,HB,37747,0.325
1105,2024-06-23,7,8,HB,36566,0.178
1106,2024-06-23,20,5,HB,59720,0.319
1107,2024-06-23,12,7,HB,92197,0.134
1108,2024-06-24,8,4,HB,15093,0.349
1109,2024-06-24,13,8,HB,20184,0.193
1110,2024-06-24,24,5,HB,42141,0.307
1111,2024-06-25,27,5,HB,160736,0.316
1112,2024-06-25,2,5,HB,122215,0.316
1113,2024-06-25,15,7,HB,12341,0.152
1114,2024-06-26,15,4,HB,53025,0.331
1115,2024-06-26,4,7,QB,180587,0.127
1116,2024-06-26,7,5,EB,16560,0.281
1117,2024-06-26,22,3,QB,26553,0.317
1118,2024-06-26,25,7,QB,122410,0.138
1119,2024-06-26,1,3,QB,140012,0.311
1120,2024-06-27,23,8,HB,115027,0.163
1121,2024-06-27,22,7,HB,114840,0.15
1122,2024-06-28,8,3,FB,30284,0.345
1123,2024-06-29,5,4,QB,133790,0.376
1124,2024-06-29,16,5,HB,2492,0.322
1125,2024-06-29,5,2,QB,9474,0.325
1126,2024-06-29,6,5,QB,34911,0.299
1127,2024-06-30,4,3,QB,52389,0.318
1128,2024-07-01,26,2,HB,212,0.317
1129,2024-07-01,25,4,HB,40809,0.292
1130,2024-07-02,25,7,EB,1992,0.137
1131,2024-07-03,3,8,HB,29465,0.196
1132,2024-07-03,4,8,HB,17123,0.194
1133,2024-07-03,4,3,EB,68335,0.314
1134,2024-07-03,5,2,HB,24225,0.315
1135,2024-07-03,4,8,EB,70385,0.18
1136,2024-07-04,17,3,HB,38323,0.317
1137,2024-07-04,23,2,HB,12415,0.343
1138,2024-07-05,25,4,HB,67277,0.332
1139,2024-07-06,7,8,QB,7362,0.202
1140,2024-07-06,5,2,EB,8646,0.335
1141,2024-07-06,6,8,QB,1165,0.164
1142,2024-07-06,20,4,HB,23379,0.326
1143,2024-07-06,9,4,HB,5602,0.317
1144,2024-07-07,19,4,HB,42148,0.315
1145,2024-07-08,21,5,EB,10539,0.331
1146,2024-07-08,5,4,FB,16682,0.311
1147,2024-07-08,24,8,QB,162,0.166
1148,2024-07-08,7,2,QB,11587,0.326
1149,2024-07-09,25,2,HB,23360,0.326
1150,2024-07-09,10,5,EB,94703,0.367
1151,2024-07-10,16,8,HB,3550,0.188
1152,2024-07-10,2,5,EB,79481,0.338
1153,2024-07-10,23,4,EB,8099,0.316
1154,2024-07-10,5,8,HB,2669,0.174
1155,2024-07-11,8,3,HB,65677,0.357
1156,2024-07-12,28,7,EB,13743,0.142
1157,2024-07-12,19,8,FB,40917,0.175
1158,2024-07-12,18,8,QB,3020,0.168
1159,2024-07-12,28,2,HB,90743,0.374
1160,2024-07-13,12,5,FB,141373,0.316
1161,2024-07-14,9,7,EB,276451,0.13
1162,2024-07-15,14,2,HB,3097,0.292
1163,2024-07-15,13,7,QB,45893,0.148
1164,2024-07-15,7,3,HB,4434,0.321
1165,2024-07-16,7,2,EB,9207,0.358
1166,2024-07-17,27,7,HB,8812,0.133
1167,2024-07-17,21,4,FB,12116,0.345
1168,2024-07-17,13,8,EB,34244,0.174
1169,2024-07-17,17,5,EB,274198,0.331
1170,2024-07-18,27,7,FB,15859,0.142
1171,2024-07-18,22,3,QB,81991,0.272
1172,2024-07-18,15,8,FB,6211,0.19
1173,2024-07-18,17,5,HB,70666,0.329
1174,2024-07-19,6,4,HB,22690,0.287
1175,2024-07-19,27,4,EB,2086,0.345
1176,2024-07-19,15,2,FB,917,0.305
1177,2024-07-19,17,5,FB,208963,0.369
1178,2024-07-20,17,8,QB,35856,0.18
1179,2024-07-20,7,8,QB,32636,0.175
1180,2024-07-20,8,7,EB,246021,0.149
1181,2024-07-20,12,8,QB,36617,0.193
1182,2024-07-21,25,3,EB,40782,0.296
1183,2024-07-21,21,4,FB,56181,0.295
1184,2024-07-22,28,7,QB,269922,0.136
1185,2024-07-23,16,4,EB,6274,0.28
1186,2024-07-23,7,8,QB,4507,0.191
1187,2024-07-24,1,7,HB,8611,0.156
1188,2024-07-25,13,5,FB,12327,0.312
1189,2024-07-25,2,3,EB,161839,0.264
1190,2024-07-25,22,2,HB,16940,0.355
1191,2024-07-26,20,2,HB,4980,0.287
1192,2024-07-26,11,4,QB,34171,0.297
1193,2024-07-26,22,8,HB,24307,0.171
1194,2024-07-26,28,8,QB,17538,0.178
1195,2024-07-27,16,7,EB,50694,0.165
1196,2024-07-27,15,3,QB,12347,0.307
1197,2024-07-30,8,7,QB,159635,0.128
1198,2024-07-30,4,4,QB,59404,0.326
1199,2024-07-31,12,4,HB,31004,0.348
1200,2024-07-31,2,7,HB,20717,0.139
1201,2024-08-01,5,5,HB,9067,0.32
1202,2024-08-01,13,7,EB,112245,0.144
1203,2024-08-01,16,8,QB,29643,0.182
1204,2024-08-02,1,3,EB,2036,0.275
1205,2024-08-02,10,7,QB,62064,0.129
