cosecha_id,fecha,bloque_id,tallos,grado_calidad,largo_cm
1962,2023-10-07,2,4017,A,59
1963,2023-10-07,5,5436,B,48
1964,2023-10-07,7,4708,B,62
1965,2023-10-07,8,7980,A,67
1966,2023-10-07,9,8644,B,45
1967,2023-10-07,10,9009,B,53
1968,2023-10-07,11,6146,A,73
1969,2023-10-07,12,10947,B,53
1970,2023-10-07,13,4941,C,62
1971,2023-10-07,14,6790,A,74
1972,2023-10-07,15,7216,A,57
1973,2023-10-07,16,7534,A,66
1974,2023-10-07,17,13400,A,44
1975,2023-10-07,18,6315,B,51
1976,2023-10-08,1,12070,A,54
1977,2023-10-08,2,3446,A,63
1978,2023-10-08,3,16389,B,56
1979,2023-10-08,4,16655,C,53
1980,2023-10-08,5,5770,B,57
1981,2023-10-08,6,4667,A,57
1982,2023-10-08,8,7175,C,30
1983,2023-10-08,9,10681,B,61
1984,2023-10-08,10,8208,A,66
1985,2023-10-08,11,5942,A,68
1986,2023-10-08,12,10661,B,54
1987,2023-10-08,13,4467,B,55
1988,2023-10-08,15,7900,A,68
1989,2023-10-08,17,11955,A,68
1990,2023-10-08,18,6318,B,48
1991,2023-10-09,2,3496,B,76
1992,2023-10-09,5,5579,C,41
1993,2023-10-09,6,5137,B,61
1994,2023-10-09,7,4587,B,50
1995,2023-10-09,8,7640,B,57
1996,2023-10-09,9,11368,A,59
1997,2023-10-09,10,9308,B,66
1998,2023-10-09,12,11984,A,47
1999,2023-10-09,13,5755,B,62
2000,2023-10-09,14,6772,B,63
2001,2023-10-09,15,8233,A,59
2002,2023-10-09,16,7897,C,38
2003,2023-10-09,18,6073,A,69
2004,2023-10-10,1,12638,B,32
2005,2023-10-10,2,3389,B,52
2006,2023-10-10,5,4987,A,51
2007,2023-10-10,6,4695,C,69
2008,2023-10-10,7,4816,C,62
2009,2023-10-10,8,8045,C,48
2010,2023-10-10,9,10334,B,57
2011,2023-10-10,10,8466,B,61
2012,2023-10-10,11,6370,B,59
2013,2023-10-10,12,9917,A,45
2014,2023-10-10,13,4581,C,46
2015,2023-10-10,14,6601,B,43
2016,2023-10-10,15,8022,C,64
2017,2023-10-10,16,8671,A,80
2018,2023-10-10,17,12574,B,64
2019,2023-10-10,18,6064,C,30
2020,2023-10-11,1,10717,B,49
2021,2023-10-11,2,3265,A,65
2022,2023-10-11,3,17237,B,49
2023,2023-10-11,4,12654,C,48
2024,2023-10-11,5,5683,C,57
2025,2023-10-11,6,5336,B,65
2026,2023-10-11,7,4494,A,78
2027,2023-10-11,8,8167,B,76
2028,2023-10-11,10,10268,A,79
2029,2023-10-11,11,6346,A,36
2030,2023-10-11,13,4898,B,71
2031,2023-10-11,14,5752,A,79
2032,2023-10-11,15,6646,C,64
2033,2023-10-11,17,12008,B,57
2034,2023-10-11,18,5492,B,53
2035,2023-10-12,1,10638,B,49
2036,2023-10-12,2,3369,C,42
2037,2023-10-12,3,16874,B,44
2038,2023-10-12,4,12641,A,66
2039,2023-10-12,5,5090,A,39
2040,2023-10-12,6,5051,A,69
2041,2023-10-12,7,5604,A,47
2042,2023-10-12,8,7435,A,65
2043,2023-10-12,9,9920,A,47
2044,2023-10-12,11,6093,A,73
2045,2023-10-12,13,5513,B,74
2046,2023-10-12,14,5971,A,70
2047,2023-10-12,16,7997,A,50
2048,2023-10-12,17,11118,B,60
2049,2023-10-12,18,5251,C,42
2050,2023-10-13,1,12391,A,72
2051,2023-10-13,2,3206,A,53
2052,2023-10-13,3,16967,B,66
2053,2023-10-13,4,14423,B,43
2054,2023-10-13,6,5110,B,48
2055,2023-10-13,7,5564,A,81
2056,2023-10-13,8,7338,C,61
2057,2023-10-13,9,9122,B,42
2058,2023-10-13,11,6666,B,54
2059,2023-10-13,12,11574,B,51
2060,2023-10-13,13,5406,A,67
2061,2023-10-13,14,6993,A,54
2062,2023-10-13,15,7427,B,64
2063,2023-10-13,16,8212,B,45
2064,2023-10-13,18,5469,B,48
2065,2023-10-14,1,12177,B,45
2066,2023-10-14,2,3564,B,63
2067,2023-10-14,3,15637,B,55
2068,2023-10-14,4,14257,A,73
2069,2023-10-14,5,5234,B,46
2070,2023-10-14,6,4679,B,52
2071,2023-10-14,7,4557,A,72
2072,2023-10-14,8,7584,A,53
2073,2023-10-14,9,10534,A,52
2074,2023-10-14,10,9957,A,89
2075,2023-10-14,11,6606,B,53
2076,2023-10-14,12,11634,B,32
2077,2023-10-14,14,6568,B,52
2078,2023-10-14,15,7115,B,46
2079,2023-10-14,17,12791,A,56
2080,2023-10-15,1,12132,A,61
2081,2023-10-15,2,3335,A,66
2082,2023-10-15,3,13512,C,55
2083,2023-10-15,4,13401,A,70
2084,2023-10-15,6,5273,A,66
2085,2023-10-15,7,4962,B,74
2086,2023-10-15,9,8936,C,53
2087,2023-10-15,10,9026,B,56
2088,2023-10-15,11,6333,B,51
2089,2023-10-15,13,5421,B,59
2090,2023-10-15,14,6120,A,59
2091,2023-10-15,15,7491,B,63
2092,2023-10-15,16,8076,B,42
2093,2023-10-15,17,13970,B,53
2094,2023-10-15,18,6233,B,56
2095,2023-10-16,1,12224,B,56
2096,2023-10-16,2,3620,A,49
2097,2023-10-16,3,17757,B,58
2098,2023-10-16,4,14252,B,55
2099,2023-10-16,5,5693,C,45
2100,2023-10-16,6,5823,B,66
2101,2023-10-16,7,4637,C,62
2102,2023-10-16,8,7354,C,47
2103,2023-10-16,9,9778,C,55
2104,2023-10-16,11,6157,B,63
2105,2023-10-16,12,12040,B,69
2106,2023-10-16,13,5259,A,77
2107,2023-10-16,14,5969,A,52
2108,2023-10-16,15,7743,B,57
2109,2023-10-16,16,7659,B,50
2110,2023-10-16,17,13634,A,50
2111,2023-10-16,18,5500,B,54
2112,2023-10-17,1,11247,A,71
2113,2023-10-17,2,3112,C,53
2114,2023-10-17,4,15884,A,90
2115,2023-10-17,5,4918,A,84
2116,2023-10-17,6,4589,C,50
2117,2023-10-17,7,5145,A,72
2118,2023-10-17,8,7915,B,57
2119,2023-10-17,9,9214,A,73
2120,2023-10-17,10,10040,A,68
2121,2023-10-17,11,6452,B,44
2122,2023-10-17,12,12112,C,52
2123,2023-10-17,13,6099,A,73
2124,2023-10-17,15,7849,A,54
2125,2023-10-17,16,8745,A,42
2126,2023-10-17,17,13921,A,60
2127,2023-10-17,18,6209,A,72
2128,2023-10-18,1,12115,A,65
2129,2023-10-18,2,3648,A,76
2130,2023-10-18,3,15197,A,77
2131,2023-10-18,4,14877,A,73
2132,2023-10-18,5,6199,C,34
2133,2023-10-18,6,4855,A,65
2134,2023-10-18,7,5104,B,46
2135,2023-10-18,8,7854,B,51
2136,2023-10-18,9,10121,B,67
2137,2023-10-18,10,9155,B,55
2138,2023-10-18,11,6284,B,46
2139,2023-10-18,12,12525,B,47
2140,2023-10-18,13,5306,A,82
2141,2023-10-18,15,8246,B,43
2142,2023-10-18,16,8259,B,58
2143,2023-10-18,18,5074,B,58
2144,2023-10-19,1,12173,A,59
2145,2023-10-19,2,3791,A,72
2146,2023-10-19,3,17230,B,74
2147,2023-10-19,4,12807,A,47
2148,2023-10-19,5,4583,A,63
2149,2023-10-19,6,5083,B,47
2150,2023-10-19,7,5222,C,50
2151,2023-10-19,8,7308,A,85
2152,2023-10-19,9,9725,B,64
2153,2023-10-19,10,8796,B,58
2154,2023-10-19,11,6650,B,57
2155,2023-10-19,12,11824,B,58
2156,2023-10-19,13,5082,B,49
2157,2023-10-19,14,5975,C,45
2158,2023-10-19,15,7075,C,60
2159,2023-10-19,16,7409,B,76
2160,2023-10-19,17,13020,A,61
2161,2023-10-19,18,6115,B,80
2162,2023-10-20,2,2987,B,61
2163,2023-10-20,4,13967,A,67
2164,2023-10-20,5,5108,B,49
2165,2023-10-20,6,5305,A,64
2166,2023-10-20,7,5034,A,67
2167,2023-10-20,8,7600,B,76
2168,2023-10-20,9,10161,B,61
2169,2023-10-20,10,7755,A,46
2170,2023-10-20,11,6571,A,50
2171,2023-10-20,12,12895,B,58
2172,2023-10-20,13,4788,B,48
2173,2023-10-20,14,5516,A,77
2174,2023-10-20,15,6473,B,58
2175,2023-10-20,16,9847,A,62
2176,2023-10-20,17,11436,B,57
2177,2023-10-20,18,5405,A,67
2178,2023-10-21,1,13669,C,36
2179,2023-10-21,2,3660,C,31
2180,2023-10-21,3,17708,A,66
2181,2023-10-21,4,13185,B,59
2182,2023-10-21,5,5523,C,54
2183,2023-10-21,7,6056,A,62
2184,2023-10-21,8,6977,B,71
2185,2023-10-21,9,10037,B,53
2186,2023-10-21,10,8919,A,65
2187,2023-10-21,11,5631,B,62
2188,2023-10-21,12,12418,C,43
2189,2023-10-21,13,4834,B,60
2190,2023-10-21,14,6994,C,51
2191,2023-10-21,15,7474,B,48
2192,2023-10-21,16,8119,A,70
2193,2023-10-21,17,12835,C,63
2194,2023-10-21,18,5050,A,46
2195,2023-10-22,1,12345,B,61
2196,2023-10-22,2,3903,A,88
2197,2023-10-22,3,17130,A,58
2198,2023-10-22,5,5615,A,65
2199,2023-10-22,6,3860,C,41
2200,2023-10-22,7,4501,B,56
2201,2023-10-22,8,7890,C,40
2202,2023-10-22,9,9228,B,48
2203,2023-10-22,10,9570,C,40
2204,2023-10-22,11,5597,C,51
2205,2023-10-22,12,11408,C,30
2206,2023-10-22,13,4800,B,63
2207,2023-10-22,14,6907,A,67
2208,2023-10-22,15,8361,C,39
2209,2023-10-22,17,13289,A,61
2210,2023-10-22,18,6361,A,81
2211,2023-10-23,1,10760,B,64
2212,2023-10-23,2,3210,B,58
2213,2023-10-23,3,17217,A,77
2214,2023-10-23,4,13627,C,45
2215,2023-10-23,6,5534,B,53
2216,2023-10-23,7,4233,C,30
2217,2023-10-23,10,9658,B,57
2218,2023-10-23,11,5786,B,77
2219,2023-10-23,12,13271,B,52
2220,2023-10-23,13,5704,C,56
2221,2023-10-23,14,5756,A,66
2222,2023-10-23,16,8462,C,59
2223,2023-10-23,17,14162,B,59
2224,2023-10-23,18,6127,B,61
2225,2023-10-24,2,4030,B,54
2226,2023-10-24,4,13554,A,70
2227,2023-10-24,5,5339,A,50
2228,2023-10-24,7,4750,B,53
2229,2023-10-24,8,7305,C,60
2230,2023-10-24,9,9980,B,50
2231,2023-10-24,10,9341,A,58
2232,2023-10-24,11,6609,A,66
2233,2023-10-24,12,10687,C,39
2234,2023-10-24,13,5147,B,53
2235,2023-10-24,14,6479,B,57
2236,2023-10-24,15,7665,B,55
2237,2023-10-24,16,9511,C,43
2238,2023-10-24,17,13379,C,60
2239,2023-10-25,1,10967,C,43
2240,2023-10-25,2,3673,C,52
2241,2023-10-25,3,17907,A,48
2242,2023-10-25,4,12678,B,51
2243,2023-10-25,5,5540,C,42
2244,2023-10-25,6,4295,B,60
2245,2023-10-25,7,4289,B,44
2246,2023-10-25,9,9227,A,57
2247,2023-10-25,12,11902,B,60
2248,2023-10-25,13,5372,A,73
2249,2023-10-25,14,5946,A,46
2250,2023-10-25,15,7670,C,62
2251,2023-10-25,17,13942,A,72
2252,2023-10-25,18,5643,B,55
2253,2023-10-26,2,3354,B,63
2254,2023-10-26,3,16665,A,51
2255,2023-10-26,4,13949,C,57
2256,2023-10-26,5,5265,A,65
2257,2023-10-26,6,4748,A,86
2258,2023-10-26,7,4318,B,64
2259,2023-10-26,8,7432,B,62
2260,2023-10-26,9,11815,B,44
2261,2023-10-26,11,6324,C,51
2262,2023-10-26,12,12917,B,60
2263,2023-10-26,13,5763,A,57
2264,2023-10-26,15,7377,A,80
2265,2023-10-26,16,8539,B,49
2266,2023-10-26,17,11636,C,44
2267,2023-10-26,18,5826,B,61
2268,2023-10-27,2,3538,B,63
2269,2023-10-27,3,15842,B,64
2270,2023-10-27,4,13461,A,47
2271,2023-10-27,5,5962,A,65
2272,2023-10-27,6,5617,C,41
2273,2023-10-27,8,7202,B,58
2274,2023-10-27,9,10401,C,60
2275,2023-10-27,10,8623,C,37
2276,2023-10-27,11,6308,A,87
2277,2023-10-27,13,4170,C,43
2278,2023-10-27,14,6232,B,44
2279,2023-10-27,15,7270,A,57
2280,2023-10-27,16,9750,B,56
2281,2023-10-27,17,12352,A,54
2282,2023-10-27,18,5716,B,63
2283,2023-10-28,1,11113,B,46
2284,2023-10-28,2,3713,A,69
2285,2023-10-28,3,16511,A,49
2286,2023-10-28,4,10790,A,49
2287,2023-10-28,5,5724,B,55
2288,2023-10-28,7,4542,A,50
2289,2023-10-28,9,9896,A,56
2290,2023-10-28,10,8760,B,49
2291,2023-10-28,11,6700,B,53
2292,2023-10-28,12,12287,A,52
2293,2023-10-28,13,5666,B,45
2294,2023-10-28,15,6729,B,38
2295,2023-10-28,16,8441,B,55
2296,2023-10-28,18,5271,B,56
2297,2023-10-29,1,12811,A,51
2298,2023-10-29,2,3576,B,47
2299,2023-10-29,3,14004,A,56
2300,2023-10-29,4,16408,B,56
2301,2023-10-29,5,5739,B,63
2302,2023-10-29,6,5366,C,30
2303,2023-10-29,7,4529,A,90
2304,2023-10-29,8,7234,C,36
2305,2023-10-29,9,11153,B,53
2306,2023-10-29,10,8754,B,64
2307,2023-10-29,12,12511,A,79
2308,2023-10-29,13,5163,A,61
2309,2023-10-29,14,7436,B,67
2310,2023-10-29,16,7529,A,54
2311,2023-10-29,17,13861,C,39
2312,2023-10-29,18,5442,A,73
2313,2023-10-30,1,12287,B,36
2314,2023-10-30,2,3707,A,54
2315,2023-10-30,4,15321,A,63
2316,2023-10-30,5,4949,B,53
2317,2023-10-30,6,4921,A,58
2318,2023-10-30,7,5107,A,70
2319,2023-10-30,8,8422,A,49
2320,2023-10-30,10,9423,B,61
2321,2023-10-30,12,11165,A,67
2322,2023-10-30,13,5319,A,90
2323,2023-10-30,14,6183,C,79
2324,2023-10-30,15,6620,A,73
2325,2023-10-30,16,7942,A,83
2326,2023-10-30,17,12536,B,75
2327,2023-10-31,1,12676,A,75
2328,2023-10-31,2,3292,A,82
2329,2023-10-31,3,14980,B,64
2330,2023-10-31,4,13669,C,30
2331,2023-10-31,5,5330,C,48
2332,2023-10-31,7,4705,A,71
2333,2023-10-31,9,9902,B,30
2334,2023-10-31,10,10405,A,58
2335,2023-10-31,11,5660,B,60
2336,2023-10-31,12,11920,B,53
2337,2023-10-31,13,4799,C,46
2338,2023-10-31,14,5995,B,45
2339,2023-10-31,15,7039,B,50
2340,2023-10-31,16,8493,B,79
2341,2023-10-31,17,12599,A,61
2342,2023-10-31,18,6831,C,30
2343,2023-11-01,2,3602,B,61
2344,2023-11-01,4,14114,B,58
2345,2023-11-01,5,5235,B,58
2346,2023-11-01,7,4834,A,84
2347,2023-11-01,8,6937,B,72
2348,2023-11-01,9,10297,B,53
2349,2023-11-01,10,9068,A,47
2350,2023-11-01,11,5550,B,48
2351,2023-11-01,13,4829,C,54
2352,2023-11-01,14,6018,B,55
2353,2023-11-01,15,7904,A,71
2354,2023-11-01,16,9245,B,75
2355,2023-11-01,17,13380,B,69
2356,2023-11-01,18,6332,A,68
2357,2023-11-02,1,11661,A,65
2358,2023-11-02,2,3152,B,56
2359,2023-11-02,3,14336,C,47
2360,2023-11-02,4,12772,C,49
2361,2023-11-02,5,4932,B,64
2362,2023-11-02,6,5441,A,48
2363,2023-11-02,7,5255,B,68
2364,2023-11-02,8,7512,B,51
2365,2023-11-02,9,9227,C,30
2366,2023-11-02,10,8823,C,62
2367,2023-11-02,11,5866,A,84
2368,2023-11-02,12,11461,C,44
2369,2023-11-02,13,5341,A,87
2370,2023-11-02,14,6944,A,52
2371,2023-11-02,15,7206,B,60
2372,2023-11-02,16,8128,A,80
2373,2023-11-02,17,11541,B,71
2374,2023-11-02,18,5843,C,47
2375,2023-11-03,1,11177,C,58
2376,2023-11-03,2,3522,A,47
2377,2023-11-03,3,17777,A,73
2378,2023-11-03,4,16005,B,75
2379,2023-11-03,5,5519,A,62
2380,2023-11-03,6,4641,A,70
2381,2023-11-03,7,4603,A,49
2382,2023-11-03,10,8793,C,36
2383,2023-11-03,11,6040,A,70
2384,2023-11-03,13,6121,A,52
2385,2023-11-03,16,8908,A,75
2386,2023-11-03,17,14314,B,63
2387,2023-11-03,18,5476,B,30
2388,2023-11-04,1,11048,B,73
2389,2023-11-04,2,3297,B,64
2390,2023-11-04,3,15502,A,72
2391,2023-11-04,4,16232,B,90
2392,2023-11-04,5,5133,A,64
2393,2023-11-04,6,4669,A,52
2394,2023-11-04,7,4800,B,47
2395,2023-11-04,8,7275,C,39
2396,2023-11-04,9,9859,A,67
2397,2023-11-04,11,5558,B,58
2398,2023-11-04,12,11258,C,57
2399,2023-11-04,13,5553,A,63
2400,2023-11-04,14,6018,C,40
2401,2023-11-04,15,6748,A,80
2402,2023-11-04,16,7396,A,58
2403,2023-11-04,17,11791,B,31
2404,2023-11-04,18,5269,B,64
2405,2023-11-05,1,11118,A,48
2406,2023-11-05,2,3345,A,70
2407,2023-11-05,3,18327,B,62
2408,2023-11-05,5,5645,C,49
2409,2023-11-05,6,5394,C,56
2410,2023-11-05,7,5047,A,70
2411,2023-11-05,8,8667,B,76
2412,2023-11-05,9,10167,C,42
2413,2023-11-05,10,8384,C,55
2414,2023-11-05,11,6851,A,87
2415,2023-11-05,12,12954,A,40
2416,2023-11-05,13,5660,B,81
2417,2023-11-05,14,7151,B,47
2418,2023-11-05,16,7390,B,57
2419,2023-11-05,17,10736,A,60
2420,2023-11-05,18,5298,A,64
2421,2023-11-06,1,11821,B,59
2422,2023-11-06,2,3905,B,68
2423,2023-11-06,3,15624,B,61
2424,2023-11-06,5,4905,A,77
2425,2023-11-06,6,4973,A,53
2426,2023-11-06,7,4142,B,33
2427,2023-11-06,8,7286,A,71
2428,2023-11-06,9,10286,C,43
2429,2023-11-06,10,9065,B,51
2430,2023-11-06,11,5480,B,68
2431,2023-11-06,12,11613,B,79
2432,2023-11-06,13,5061,A,47
2433,2023-11-06,16,8032,A,61
2434,2023-11-06,18,5379,B,66
2435,2023-11-07,1,12219,C,38
2436,2023-11-07,2,3864,B,55
2437,2023-11-07,3,14094,B,52
2438,2023-11-07,4,14291,A,59
2439,2023-11-07,6,5541,B,44
2440,2023-11-07,7,3968,B,57
2441,2023-11-07,8,7685,A,66
2442,2023-11-07,9,10468,C,38
2443,2023-11-07,10,9303,A,70
2444,2023-11-07,11,6790,A,58
2445,2023-11-07,12,10948,A,60
2446,2023-11-07,13,4893,A,54
2447,2023-11-07,14,6507,C,41
2448,2023-11-07,15,7884,B,57
2449,2023-11-07,16,9316,A,55
2450,2023-11-07,17,14406,B,45
2451,2023-11-07,18,6597,B,62
2452,2023-11-08,1,12157,B,35
2453,2023-11-08,2,3727,A,62
2454,2023-11-08,3,14866,A,49
2455,2023-11-08,4,12586,B,56
2456,2023-11-08,6,4723,B,77
2457,2023-11-08,8,7793,B,63
2458,2023-11-08,9,10209,B,59
2459,2023-11-08,10,9130,B,60
2460,2023-11-08,11,6711,A,85
2461,2023-11-08,12,12089,B,49
2462,2023-11-08,14,7502,B,50
2463,2023-11-08,15,7618,B,47
2464,2023-11-08,16,8401,B,46
2465,2023-11-08,17,13278,A,37
2466,2023-11-08,18,6441,A,69
2467,2023-11-09,1,12681,C,65
2468,2023-11-09,2,3243,A,78
2469,2023-11-09,3,17938,B,54
2470,2023-11-09,4,13629,A,82
2471,2023-11-09,5,5458,C,42
2472,2023-11-09,6,4969,B,59
2473,2023-11-09,7,5097,B,59
2474,2023-11-09,8,6872,A,77
2475,2023-11-09,9,9049,B,54
2476,2023-11-09,10,9308,A,78
2477,2023-11-09,11,6571,A,66
2478,2023-11-09,12,12613,C,63
2479,2023-11-09,13,4939,C,40
2480,2023-11-09,14,6535,B,78
2481,2023-11-09,15,6408,B,57
2482,2023-11-09,16,8549,A,62
2483,2023-11-09,17,13445,C,64
2484,2023-11-09,18,5964,A,51
2485,2023-11-10,2,3464,A,71
2486,2023-11-10,3,16120,C,40
2487,2023-11-10,4,14242,B,78
2488,2023-11-10,5,5704,A,56
2489,2023-11-10,7,5714,A,68
2490,2023-11-10,8,6959,B,48
2491,2023-11-10,9,9267,A,55
2492,2023-11-10,10,9291,C,51
2493,2023-11-10,11,5790,B,65
2494,2023-11-10,13,4296,A,77
2495,2023-11-10,14,6046,A,62
2496,2023-11-10,16,8541,B,39
2497,2023-11-11,1,13277,B,55
2498,2023-11-11,4,13581,A,68
2499,2023-11-11,5,5119,B,64
2500,2023-11-11,6,4994,A,71
2501,2023-11-11,7,4966,B,61
2502,2023-11-11,8,6749,B,47
2503,2023-11-11,9,9581,B,54
2504,2023-11-11,10,7706,B,64
2505,2023-11-11,11,6298,C,53
2506,2023-11-11,12,13489,C,54
2507,2023-11-11,13,4842,B,51
2508,2023-11-11,14,6264,B,59
2509,2023-11-11,15,8398,A,74
2510,2023-11-11,16,9096,B,60
2511,2023-11-11,17,12528,A,83
2512,2023-11-12,1,11642,C,70
2513,2023-11-12,3,16533,B,59
2514,2023-11-12,4,13846,B,51
2515,2023-11-12,5,5730,A,67
2516,2023-11-12,6,4401,B,46
2517,2023-11-12,8,6941,A,71
2518,2023-11-12,9,9793,A,46
2519,2023-11-12,10,9436,A,55
2520,2023-11-12,11,5504,B,59
2521,2023-11-12,12,14815,C,43
2522,2023-11-12,13,4910,B,47
2523,2023-11-12,14,5827,A,74
2524,2023-11-12,15,7918,C,34
2525,2023-11-12,16,7947,B,46
2526,2023-11-12,17,11115,B,61
2527,2023-11-13,1,14482,A,67
2528,2023-11-13,2,4213,B,62
2529,2023-11-13,3,16979,B,47
2530,2023-11-13,4,13990,A,66
2531,2023-11-13,5,4837,B,77
2532,2023-11-13,6,4796,A,73
2533,2023-11-13,7,4827,B,82
2534,2023-11-13,9,10861,B,72
2535,2023-11-13,10,8497,A,75
2536,2023-11-13,11,6577,B,53
2537,2023-11-13,12,12230,C,41
2538,2023-11-13,13,5068,B,53
2539,2023-11-13,15,6372,A,49
2540,2023-11-13,16,8815,B,57
2541,2023-11-13,17,10391,B,74
2542,2023-11-14,1,12489,A,50
2543,2023-11-14,2,3666,C,68
2544,2023-11-14,3,17783,B,77
2545,2023-11-14,4,14002,B,61
2546,2023-11-14,5,5987,B,64
2547,2023-11-14,6,4418,C,64
2548,2023-11-14,7,5021,B,56
2549,2023-11-14,8,7795,C,44
2550,2023-11-14,9,9087,B,61
2551,2023-11-14,11,6094,A,75
2552,2023-11-14,12,11354,A,84
2553,2023-11-14,13,5194,B,69
2554,2023-11-14,14,6704,A,64
2555,2023-11-14,15,7234,A,69
2556,2023-11-14,16,7800,B,60
2557,2023-11-14,17,12882,A,58
2558,2023-11-14,18,5757,A,55
2559,2023-11-15,2,3609,B,45
2560,2023-11-15,3,18216,A,65
2561,2023-11-15,4,14152,A,61
2562,2023-11-15,5,5370,B,61
2563,2023-11-15,6,5268,B,46
2564,2023-11-15,8,8698,B,52
2565,2023-11-15,9,9733,C,44
2566,2023-11-15,10,8186,A,68
2567,2023-11-15,11,5929,C,39
2568,2023-11-15,12,12424,C,42
2569,2023-11-15,13,5289,A,59
2570,2023-11-15,14,6986,C,52
2571,2023-11-15,15,7477,B,58
2572,2023-11-15,16,9681,A,54
2573,2023-11-15,17,14015,A,67
2574,2023-11-15,18,5249,C,57
2575,2023-11-16,1,10875,A,64
2576,2023-11-16,2,3466,B,58
2577,2023-11-16,3,15854,A,66
2578,2023-11-16,4,12897,B,39
2579,2023-11-16,5,5108,B,53
2580,2023-11-16,6,5277,B,63
2581,2023-11-16,8,7558,A,78
2582,2023-11-16,9,10783,C,50
2583,2023-11-16,10,9290,A,45
2584,2023-11-16,11,5530,A,74
2585,2023-11-16,13,5134,B,49
2586,2023-11-16,14,7031,B,50
2587,2023-11-16,15,6823,B,58
2588,2023-11-16,16,7820,B,38
2589,2023-11-16,17,13032,B,59
2590,2023-11-17,1,12353,A,74
2591,2023-11-17,2,3592,A,55
2592,2023-11-17,3,14592,C,52
2593,2023-11-17,6,4300,B,46
2594,2023-11-17,8,6624,A,63
2595,2023-11-17,9,9779,C,48
2596,2023-11-17,11,4915,A,47
2597,2023-11-17,14,6197,C,42
2598,2023-11-17,15,5924,B,39
2599,2023-11-17,16,7765,C,44
2600,2023-11-17,17,13316,A,70
2601,2023-11-18,1,11681,C,50
2602,2023-11-18,3,15784,B,58
2603,2023-11-18,4,12645,B,59
2604,2023-11-18,5,5711,A,70
2605,2023-11-18,7,5742,C,51
2606,2023-11-18,8,7086,B,67
2607,2023-11-18,9,10388,A,75
2608,2023-11-18,10,7771,B,57
2609,2023-11-18,11,5621,B,57
2610,2023-11-18,12,10746,B,67
2611,2023-11-18,13,4333,A,68
2612,2023-11-18,14,5925,A,51
2613,2023-11-18,15,7323,B,49
2614,2023-11-18,16,8722,A,63
2615,2023-11-19,1,12573,C,48
2616,2023-11-19,3,16664,C,66
2617,2023-11-19,5,5113,A,69
2618,2023-11-19,6,5988,B,68
2619,2023-11-19,7,5015,A,77
2620,2023-11-19,8,7196,C,44
2621,2023-11-19,9,9907,A,67
2622,2023-11-19,10,9322,A,73
2623,2023-11-19,11,6676,B,54
2624,2023-11-19,12,14262,B,64
2625,2023-11-19,13,4903,A,58
2626,2023-11-19,14,6382,B,55
2627,2023-11-19,17,13017,A,69
2628,2023-11-19,18,5613,B,63
2629,2023-11-20,1,12344,B,52
2630,2023-11-20,2,3826,A,73
2631,2023-11-20,3,15065,B,60
2632,2023-11-20,4,11719,B,51
2633,2023-11-20,5,5042,C,45
2634,2023-11-20,6,5009,B,57
2635,2023-11-20,7,5552,A,71
2636,2023-11-20,8,6862,A,66
2637,2023-11-20,9,10225,B,56
2638,2023-11-20,10,7945,C,32
2639,2023-11-20,11,5932,A,52
2640,2023-11-20,12,12811,A,66
2641,2023-11-20,14,5962,C,62
2642,2023-11-20,15,6810,C,38
2643,2023-11-20,16,8573,A,65
2644,2023-11-20,17,12559,A,66
2645,2023-11-20,18,5591,B,59
2646,2023-11-21,1,11825,B,65
2647,2023-11-21,2,3331,A,60
2648,2023-11-21,3,15074,A,77
2649,2023-11-21,4,15394,B,48
2650,2023-11-21,5,5269,B,67
2651,2023-11-21,6,4735,A,73
2652,2023-11-21,9,9836,A,78
2653,2023-11-21,10,9079,B,54
2654,2023-11-21,11,6047,A,66
2655,2023-11-21,14,6494,B,58
2656,2023-11-21,15,7060,C,43
2657,2023-11-21,16,8507,C,58
2658,2023-11-21,17,11852,B,56
2659,2023-11-21,18,4783,B,39
2660,2023-11-22,1,11088,A,73
2661,2023-11-22,2,3176,B,47
2662,2023-11-22,3,16773,C,56
2663,2023-11-22,4,15656,A,62
2664,2023-11-22,5,4859,A,66
2665,2023-11-22,6,6119,B,39
2666,2023-11-22,7,4891,A,59
2667,2023-11-22,8,7954,B,34
2668,2023-11-22,9,10554,B,75
2669,2023-11-22,10,9150,C,54
2670,2023-11-22,11,6451,B,58
2671,2023-11-22,13,5514,B,56
2672,2023-11-22,14,6989,C,54
2673,2023-11-22,15,7188,C,47
2674,2023-11-22,16,7626,C,56
2675,2023-11-22,17,14735,B,53
2676,2023-11-22,18,6312,B,40
2677,2023-11-23,1,10453,C,43
2678,2023-11-23,2,3032,A,69
2679,2023-11-23,3,16260,A,52
2680,2023-11-23,4,13752,C,37
2681,2023-11-23,5,6145,A,45
2682,2023-11-23,6,4464,B,49
2683,2023-11-23,7,4917,C,43
2684,2023-11-23,8,6780,A,67
2685,2023-11-23,10,9615,C,33
2686,2023-11-23,11,7016,A,50
2687,2023-11-23,12,12773,A,50
2688,2023-11-23,13,5526,A,77
2689,2023-11-23,15,7261,C,49
2690,2023-11-23,16,9433,B,62
2691,2023-11-23,17,13217,B,54
2692,2023-11-23,18,5185,B,48
2693,2023-11-24,1,11469,B,40
2694,2023-11-24,2,3698,B,43
2695,2023-11-24,3,16367,B,66
2696,2023-11-24,4,11158,A,67
