movimiento_id,fecha,cuarto_frio_id,cosecha_id,tipo_movimiento,cantidad
3124,2023-11-10,1,,salida,118
3125,2023-11-10,4,,salida,61118
3126,2023-11-10,1,,salida,11019
3127,2023-11-10,1,,salida,16484
3128,2023-11-10,3,2491.0,entrada,9267
3129,2023-11-10,4,,salida,12467
3130,2023-11-10,4,2496.0,entrada,8541
3131,2023-11-10,1,2495.0,entrada,6046
3132,2023-11-10,4,2493.0,entrada,5790
3133,2023-11-10,1,2492.0,entrada,9291
3134,2023-11-10,4,,salida,6755
3135,2023-11-10,3,2490.0,entrada,6959
3136,2023-11-10,4,2494.0,entrada,4296
3137,2023-11-10,2,2488.0,entrada,5704
3138,2023-11-10,2,2487.0,entrada,14242
3139,2023-11-10,2,2416.0,merma,674
3140,2023-11-10,3,2486.0,entrada,16120
3141,2023-11-10,3,2485.0,entrada,3464
3142,2023-11-10,4,2489.0,entrada,5714
3143,2023-11-11,3,2502.0,entrada,6749
3144,2023-11-11,1,,salida,4662
3145,2023-11-11,4,2497.0,entrada,13277
3146,2023-11-11,2,2498.0,entrada,13581
3147,2023-11-11,4,,salida,9402
3148,2023-11-11,3,2499.0,entrada,5119
3149,2023-11-11,4,2500.0,entrada,4994
3150,2023-11-11,2,,salida,51314
3151,2023-11-11,2,2501.0,entrada,4966
3152,2023-11-11,1,2507.0,entrada,4842
3153,2023-11-11,2,2508.0,entrada,6264
3154,2023-11-11,1,2503.0,entrada,9581
3155,2023-11-11,4,2509.0,entrada,8398
3156,2023-11-11,2,2504.0,entrada,7706
3157,2023-11-11,2,2505.0,entrada,6298
3158,2023-11-11,3,2506.0,entrada,13489
3159,2023-11-11,4,2510.0,entrada,9096
3160,2023-11-11,4,2511.0,entrada,12528
3161,2023-11-12,1,,salida,10373
3162,2023-11-12,1,2512.0,entrada,11642
3163,2023-11-12,2,2513.0,entrada,16533
3164,2023-11-12,4,2514.0,entrada,13846
3165,2023-11-12,1,2515.0,entrada,5730
3166,2023-11-12,4,2516.0,entrada,4401
3167,2023-11-12,3,2517.0,entrada,6941
3168,2023-11-12,2,2518.0,entrada,9793
3169,2023-11-12,2,2519.0,entrada,9436
3170,2023-11-12,1,2521.0,entrada,14815
3171,2023-11-12,2,2522.0,entrada,4910
3172,2023-11-12,2,2408.0,merma,431
3173,2023-11-12,4,2523.0,entrada,5827
3174,2023-11-12,4,2524.0,entrada,7918
3175,2023-11-12,3,2525.0,entrada,7947
3176,2023-11-12,4,2526.0,entrada,11115
3177,2023-11-12,2,,salida,27006
3178,2023-11-12,1,,salida,27152
3179,2023-11-12,1,2427.0,merma,543
3180,2023-11-12,1,2520.0,entrada,5504
3181,2023-11-12,2,,salida,4206
3182,2023-11-13,1,,salida,51020
3183,2023-11-13,2,2424.0,merma,285
3184,2023-11-13,2,2532.0,entrada,4796
3185,2023-11-13,4,2529.0,entrada,16979
3186,2023-11-13,2,2531.0,entrada,4837
3187,2023-11-13,4,2533.0,entrada,4827
3188,2023-11-13,2,2534.0,entrada,10861
3189,2023-11-13,1,2528.0,entrada,4213
3190,2023-11-13,2,2535.0,entrada,8497
3191,2023-11-13,3,2536.0,entrada,6577
3192,2023-11-13,1,2527.0,entrada,14482
3193,2023-11-13,2,2538.0,entrada,5068
3194,2023-11-13,4,2539.0,entrada,6372
3195,2023-11-13,3,2540.0,entrada,8815
3196,2023-11-13,1,2541.0,entrada,10391
3197,2023-11-13,1,2530.0,entrada,13990
3198,2023-11-13,3,2537.0,entrada,12230
3199,2023-11-14,4,2551.0,entrada,6094
3200,2023-11-14,4,2547.0,entrada,4418
3201,2023-11-14,1,2546.0,entrada,5987
3202,2023-11-14,3,2548.0,entrada,5021
3203,2023-11-14,3,2550.0,entrada,9087
3204,2023-11-14,1,2552.0,entrada,11354
3205,2023-11-14,4,2544.0,entrada,17783
3206,2023-11-14,4,2554.0,entrada,6704
3207,2023-11-14,1,2555.0,entrada,7234
3208,2023-11-14,2,2556.0,entrada,7800
3209,2023-11-14,4,2557.0,entrada,12882
3210,2023-11-14,3,2558.0,entrada,5757
3211,2023-11-14,2,2545.0,entrada,14002
3212,2023-11-14,2,2405.0,merma,440
3213,2023-11-14,3,2423.0,merma,929
3214,2023-11-14,1,2553.0,entrada,5194
3215,2023-11-14,1,2437.0,merma,1521
3216,2023-11-14,2,2549.0,entrada,7795
3217,2023-11-14,1,2543.0,entrada,3666
3218,2023-11-14,1,2542.0,entrada,12489
3219,2023-11-14,1,,salida,20762
3220,2023-11-14,2,,salida,49003
3221,2023-11-15,1,2572.0,entrada,9681
3222,2023-11-15,2,2571.0,entrada,7477
3223,2023-11-15,3,,salida,233255
3224,2023-11-15,1,2570.0,entrada,6986
3225,2023-11-15,4,2569.0,entrada,5289
3226,2023-11-15,2,2568.0,entrada,12424
3227,2023-11-15,2,2560.0,entrada,18216
3228,2023-11-15,1,2573.0,entrada,14015
3229,2023-11-15,2,2561.0,entrada,14152
3230,2023-11-15,4,2562.0,entrada,5370
3231,2023-11-15,4,2563.0,entrada,5268
3232,2023-11-15,1,2564.0,entrada,8698
3233,2023-11-15,2,2565.0,entrada,9733
3234,2023-11-15,4,2559.0,entrada,3609
3235,2023-11-15,1,2574.0,entrada,5249
3236,2023-11-15,4,2567.0,entrada,5929
3237,2023-11-15,1,,salida,20574
3238,2023-11-15,4,2463.0,merma,584
3239,2023-11-15,1,,salida,36720
3240,2023-11-15,2,2438.0,merma,605
3241,2023-11-15,4,2566.0,entrada,8186
3242,2023-11-16,2,2576.0,entrada,3466
3243,2023-11-16,2,2589.0,entrada,13032
3244,2023-11-16,2,2588.0,entrada,7820
3245,2023-11-16,2,2587.0,entrada,6823
3246,2023-11-16,2,2586.0,entrada,7031
3247,2023-11-16,2,2584.0,entrada,5530
3248,2023-11-16,2,2583.0,entrada,9290
3249,2023-11-16,3,2582.0,entrada,10783
3250,2023-11-16,2,2580.0,entrada,5277
3251,2023-11-16,4,2579.0,entrada,5108
3252,2023-11-16,1,2578.0,entrada,12897
3253,2023-11-16,1,2575.0,entrada,10875
3254,2023-11-16,3,2585.0,entrada,5134
3255,2023-11-16,1,2577.0,entrada,15854
3256,2023-11-16,2,2581.0,entrada,7558
3257,2023-11-16,2,,salida,64480
3258,2023-11-16,3,,salida,17723
3259,2023-11-16,3,,salida,16937
3260,2023-11-16,2,,salida,7836
3261,2023-11-17,3,2600.0,entrada,13316
3262,2023-11-17,3,2599.0,entrada,7765
3263,2023-11-17,1,2598.0,entrada,5924
3264,2023-11-17,3,2597.0,entrada,6197
3265,2023-11-17,4,2596.0,entrada,4915
3266,2023-11-17,1,2595.0,entrada,9779
3267,2023-11-17,4,2594.0,entrada,6624
3268,2023-11-17,3,2593.0,entrada,4300
3269,2023-11-17,2,2591.0,entrada,3592
3270,2023-11-17,3,2590.0,entrada,12353
3271,2023-11-17,4,2526.0,merma,1141
3272,2023-11-17,2,2592.0,entrada,14592
3273,2023-11-17,2,,salida,1923
3274,2023-11-18,4,2614.0,entrada,8722
3275,2023-11-18,1,2602.0,entrada,15784
3276,2023-11-18,2,2601.0,entrada,11681
3277,2023-11-18,3,2605.0,entrada,5742
3278,2023-11-18,3,,salida,2045
3279,2023-11-18,4,,salida,36303
3280,2023-11-18,1,,salida,59561
3281,2023-11-18,3,2606.0,entrada,7086
3282,2023-11-18,4,2607.0,entrada,10388
3283,2023-11-18,1,2608.0,entrada,7771
3284,2023-11-18,2,2609.0,entrada,5621
3285,2023-11-18,4,2610.0,entrada,10746
3286,2023-11-18,4,2611.0,entrada,4333
3287,2023-11-18,2,2475.0,merma,377
3288,2023-11-18,4,2612.0,entrada,5925
3289,2023-11-18,2,2570.0,merma,682
3290,2023-11-18,2,2613.0,entrada,7323
3291,2023-11-18,2,2603.0,entrada,12645
3292,2023-11-18,1,2604.0,entrada,5711
3293,2023-11-19,2,2627.0,entrada,13017
3294,2023-11-19,3,2619.0,entrada,5015
3295,2023-11-19,3,2621.0,entrada,9907
3296,2023-11-19,3,2622.0,entrada,9322
3297,2023-11-19,4,2623.0,entrada,6676
3298,2023-11-19,3,2618.0,entrada,5988
3299,2023-11-19,4,2624.0,entrada,14262
3300,2023-11-19,2,2628.0,entrada,5613
3301,2023-11-19,4,2625.0,entrada,4903
3302,2023-11-19,2,2626.0,entrada,6382
3303,2023-11-19,2,2617.0,entrada,5113
3304,2023-11-19,3,2620.0,entrada,7196
3305,2023-11-19,2,2615.0,entrada,12573
3306,2023-11-19,4,,salida,122284
3307,2023-11-19,4,,salida,3178
3308,2023-11-19,1,2503.0,merma,330
3309,2023-11-19,4,2616.0,entrada,16664
3310,2023-11-20,2,2636.0,entrada,6862
3311,2023-11-20,2,2638.0,entrada,7945
3312,2023-11-20,2,2639.0,entrada,5932
3313,2023-11-20,2,2589.0,merma,1133
3314,2023-11-20,1,2644.0,entrada,12559
3315,2023-11-20,1,2643.0,entrada,8573
3316,2023-11-20,4,2642.0,entrada,6810
3317,2023-11-20,3,2641.0,entrada,5962
3318,2023-11-20,4,2640.0,entrada,12811
3319,2023-11-20,2,2635.0,entrada,5552
3320,2023-11-20,1,2645.0,entrada,5591
3321,2023-11-20,4,2634.0,entrada,5009
3322,2023-11-20,3,2637.0,entrada,10225
3323,2023-11-20,3,2632.0,entrada,11719
3324,2023-11-20,3,2631.0,entrada,15065
3325,2023-11-20,2,,salida,42978
3326,2023-11-20,3,2630.0,entrada,3826
3327,2023-11-20,2,2629.0,entrada,12344
3328,2023-11-20,2,,salida,13150
3329,2023-11-20,1,2633.0,entrada,5042
3330,2023-11-21,3,2561.0,merma,1125
3331,2023-11-21,3,2659.0,entrada,4783
3332,2023-11-21,4,2658.0,entrada,11852
3333,2023-11-21,3,2657.0,entrada,8507
3334,2023-11-21,1,2656.0,entrada,7060
3335,2023-11-21,3,2655.0,entrada,6494
3336,2023-11-21,1,2654.0,entrada,6047
3337,2023-11-21,4,2653.0,entrada,9079
3338,2023-11-21,1,2652.0,entrada,9836
3339,2023-11-21,4,,salida,111749
3340,2023-11-21,2,2650.0,entrada,5269
3341,2023-11-21,3,2649.0,entrada,15394
3342,2023-11-21,3,2648.0,entrada,15074
3343,2023-11-21,2,2647.0,entrada,3331
3344,2023-11-21,3,2646.0,entrada,11825
3345,2023-11-21,1,,salida,40123
3346,2023-11-21,4,2651.0,entrada,4735
3347,2023-11-22,3,2671.0,entrada,5514
3348,2023-11-22,4,2672.0,entrada,6989
3349,2023-11-22,2,2673.0,entrada,7188
3350,2023-11-22,3,2674.0,entrada,7626
3351,2023-11-22,3,,salida,16251
3352,2023-11-22,1,2676.0,entrada,6312
3353,2023-11-22,3,2670.0,entrada,6451
3354,2023-11-22,2,2539.0,merma,200
3355,2023-11-22,3,2675.0,entrada,14735
3356,2023-11-22,1,,salida,3182
3357,2023-11-22,1,2669.0,entrada,9150
3358,2023-11-22,4,2667.0,entrada,7954
3359,2023-11-22,1,2666.0,entrada,4891
3360,2023-11-22,2,2665.0,entrada,6119
3361,2023-11-22,3,2664.0,entrada,4859
3362,2023-11-22,2,2663.0,entrada,15656
3363,2023-11-22,2,2662.0,entrada,16773
3364,2023-11-22,2,2661.0,entrada,3176
3365,2023-11-22,4,2668.0,entrada,10554
3366,2023-11-22,4,2660.0,entrada,11088
3367,2023-11-22,1,,salida,92192
3368,2023-11-23,2,2607.0,merma,953
3369,2023-11-23,4,2690.0,entrada,9433
3370,2023-11-23,4,2691.0,entrada,13217
3371,2023-11-23,4,2595.0,merma,383
3372,2023-11-23,2,,salida,11393
3373,2023-11-23,1,,salida,2824
3374,2023-11-23,1,2692.0,entrada,5185
3375,2023-11-23,2,2688.0,entrada,5526
3376,2023-11-23,1,2689.0,entrada,7261
3377,2023-11-23,1,2686.0,entrada,7016
3378,2023-11-23,3,2680.0,entrada,13752
3379,2023-11-23,3,2679.0,entrada,16260
3380,2023-11-23,2,2678.0,entrada,3032
3381,2023-11-23,1,2677.0,entrada,10453
3382,2023-11-23,3,2687.0,entrada,12773
3383,2023-11-23,1,2681.0,entrada,6145
3384,2023-11-23,3,2682.0,entrada,4464
3385,2023-11-23,4,2683.0,entrada,4917
3386,2023-11-23,1,2684.0,entrada,6780
3387,2023-11-23,2,2685.0,entrada,9615
3388,2023-11-24,1,2628.0,merma,600
3389,2023-11-24,1,2647.0,merma,277
3390,2023-11-24,1,,salida,58409
3391,2023-11-24,4,2605.0,merma,521
3392,2023-11-24,4,2602.0,merma,1421
3393,2023-11-24,2,,salida,2723
3394,2023-11-24,2,,salida,4292
3395,2023-11-24,4,,salida,10608
3396,2023-11-24,2,2708.0,entrada,11726
3397,2023-11-24,4,2697.0,entrada,5121
3398,2023-11-24,4,2695.0,entrada,16367
3399,2023-11-24,1,2707.0,entrada,8952
3400,2023-11-24,4,2705.0,entrada,6486
3401,2023-11-24,3,2702.0,entrada,6780
3402,2023-11-24,1,2701.0,entrada,10259
3403,2023-11-24,2,2700.0,entrada,9728
3404,2023-11-24,4,2699.0,entrada,7903
3405,2023-11-24,4,2698.0,entrada,4999
3406,2023-11-24,2,2696.0,entrada,11158
3407,2023-11-24,4,2703.0,entrada,13118
3408,2023-11-24,2,2706.0,entrada,6752
3409,2023-11-24,4,2694.0,entrada,3698
3410,2023-11-24,4,2693.0,entrada,11469
3411,2023-11-24,1,2704.0,entrada,5451
3412,2023-11-25,1,2635.0,merma,575
3413,2023-11-25,1,,salida,90619
3414,2023-11-25,4,2642.0,merma,218
3415,2023-11-25,4,,salida,13340
3416,2023-11-25,4,,salida,115443
3417,2023-11-25,4,2709.0,entrada,12709
3418,2023-11-25,4,,salida,44837
3419,2023-11-25,4,2723.0,entrada,11495
3420,2023-11-25,1,2722.0,entrada,9263
3421,2023-11-25,2,2721.0,entrada,7138
3422,2023-11-25,2,2720.0,entrada,6361
3423,2023-11-25,3,2719.0,entrada,5085
3424,2023-11-25,3,2718.0,entrada,10770
3425,2023-11-25,2,2717.0,entrada,5653
3426,2023-11-25,2,2715.0,entrada,8382
3427,2023-11-25,4,2714.0,entrada,4446
3428,2023-11-25,2,2713.0,entrada,5063
3429,2023-11-25,3,2712.0,entrada,5721
3430,2023-11-25,2,2711.0,entrada,15333
3431,2023-11-25,4,2710.0,entrada,3240
3432,2023-11-25,3,2724.0,entrada,5480
3433,2023-11-25,3,2716.0,entrada,10257
3434,2023-11-26,2,2738.0,entrada,13954
3435,2023-11-26,3,2729.0,entrada,5528
3436,2023-11-26,3,2737.0,entrada,8002
3437,2023-11-26,2,2736.0,entrada,6244
3438,2023-11-26,4,2735.0,entrada,4925
3439,2023-11-26,4,2734.0,entrada,12674
3440,2023-11-26,4,2733.0,entrada,5177
3441,2023-11-26,2,2732.0,entrada,8941
3442,2023-11-26,3,2731.0,entrada,10447
3443,2023-11-26,1,2730.0,entrada,8607
3444,2023-11-26,3,2665.0,merma,212
3445,2023-11-26,1,2728.0,entrada,5454
3446,2023-11-26,4,2727.0,entrada,16023
3447,2023-11-26,2,2726.0,entrada,2942
3448,2023-11-26,1,2725.0,entrada,12098
3449,2023-11-26,4,2739.0,entrada,5579
3450,2023-11-26,2,,salida,49573
3451,2023-11-26,2,,salida,59638
3452,2023-11-26,4,,salida,97075
3453,2023-11-26,2,,salida,35060
3454,2023-11-27,3,,salida,61557
3455,2023-11-27,2,2750.0,entrada,7287
3456,2023-11-27,2,2741.0,entrada,3664
3457,2023-11-27,1,2757.0,entrada,6285
3458,2023-11-27,3,2756.0,entrada,11630
3459,2023-11-27,4,2755.0,entrada,8633
3460,2023-11-27,2,2754.0,entrada,7447
3461,2023-11-27,1,2752.0,entrada,4833
3462,2023-11-27,4,2751.0,entrada,10122
3463,2023-11-27,2,2749.0,entrada,8781
3464,2023-11-27,3,2753.0,entrada,6067
3465,2023-11-27,1,2747.0,entrada,9182
3466,2023-11-27,2,2746.0,entrada,5227
3467,2023-11-27,1,2745.0,entrada,5135
3468,2023-11-27,1,2744.0,entrada,4942
3469,2023-11-27,3,2743.0,entrada,12954
3470,2023-11-27,2,2742.0,entrada,15117
3471,2023-11-27,2,2740.0,entrada,10709
3472,2023-11-27,1,2748.0,entrada,11216
3473,2023-11-28,1,2769.0,entrada,5606
3474,2023-11-28,1,2770.0,entrada,8487
3475,2023-11-28,3,2771.0,entrada,5749
3476,2023-11-28,4,,salida,1553
3477,2023-11-28,1,,salida,6112
3478,2023-11-28,1,,salida,26628
3479,2023-11-28,3,2768.0,entrada,5283
3480,2023-11-28,1,,salida,129165
3481,2023-11-28,2,2767.0,entrada,4520
3482,2023-11-28,3,2760.0,entrada,17487
3483,2023-11-28,1,2765.0,entrada,6931
3484,2023-11-28,1,2764.0,entrada,5246
3485,2023-11-28,3,2763.0,entrada,4792
3486,2023-11-28,1,2762.0,entrada,5361
3487,2023-11-28,2,2761.0,entrada,13512
3488,2023-11-28,2,2759.0,entrada,4263
3489,2023-11-28,4,2758.0,entrada,12059
3490,2023-11-28,4,2766.0,entrada,7243
3491,2023-11-29,4,,salida,13378
3492,2023-11-29,1,,salida,19334
3493,2023-11-29,2,2630.0,merma,249
3494,2023-11-29,4,,salida,19739
3495,2023-11-29,1,2662.0,merma,847
3496,2023-11-29,4,2776.0,entrada,5700
3497,2023-11-29,4,2773.0,entrada,3552
3498,2023-11-29,4,2774.0,entrada,17676
3499,2023-11-29,4,2775.0,entrada,15818
3500,2023-11-29,1,2777.0,entrada,4611
3501,2023-11-29,3,2778.0,entrada,11205
3502,2023-11-29,3,2779.0,entrada,13057
3503,2023-11-29,3,2780.0,entrada,5548
3504,2023-11-29,3,2781.0,entrada,9886
3505,2023-11-29,1,2772.0,entrada,12261
3506,2023-11-30,4,,salida,6189
3507,2023-11-30,1,2650.0,merma,347
3508,2023-11-30,4,,salida,214655
3509,2023-11-30,2,2782.0,entrada,11053
3510,2023-11-30,1,2793.0,entrada,9131
3511,2023-11-30,1,2792.0,entrada,5068
3512,2023-11-30,2,2791.0,entrada,11461
3513,2023-11-30,4,2790.0,entrada,5507
3514,2023-11-30,2,2789.0,entrada,9491
3515,2023-11-30,1,2788.0,entrada,7258
3516,2023-11-30,2,2787.0,entrada,5227
3517,2023-11-30,4,2786.0,entrada,4855
3518,2023-11-30,2,2785.0,entrada,5283
3519,2023-11-30,2,2784.0,entrada,14843
3520,2023-11-30,3,2783.0,entrada,3792
3521,2023-11-30,1,2794.0,entrada,14126
3522,2023-11-30,4,2795.0,entrada,5752
3523,2023-12-01,3,,salida,123174
3524,2023-12-01,3,2695.0,merma,1163
3525,2023-12-01,3,2753.0,merma,540
3526,2023-12-01,1,,salida,6353
3527,2023-12-01,1,,salida,14031
3528,2023-12-01,1,2807.0,entrada,4628
3529,2023-12-01,4,2801.0,entrada,4840
3530,2023-12-01,4,2796.0,entrada,3577
3531,2023-12-01,3,2797.0,entrada,15110
3532,2023-12-01,4,2810.0,entrada,8484
3533,2023-12-01,1,2809.0,entrada,6650
3534,2023-12-01,3,2808.0,entrada,6638
3535,2023-12-01,3,2806.0,entrada,10545
3536,2023-12-01,1,2805.0,entrada,6602
3537,2023-12-01,4,2804.0,entrada,8662
3538,2023-12-01,4,2803.0,entrada,11084
3539,2023-12-01,2,2802.0,entrada,7116
3540,2023-12-01,1,2811.0,entrada,13177
3541,2023-12-01,1,2800.0,entrada,4589
3542,2023-12-01,1,2799.0,entrada,5876
3543,2023-12-01,1,2812.0,entrada,5732
3544,2023-12-01,4,2798.0,entrada,13051
3545,2023-12-02,2,2826.0,entrada,5767
3546,2023-12-02,1,2813.0,entrada,11949
3547,2023-12-02,4,2815.0,entrada,12292
3548,2023-12-02,4,2816.0,entrada,5802
3549,2023-12-02,4,2817.0,entrada,5010
3550,2023-12-02,3,2818.0,entrada,7665
3551,2023-12-02,3,2819.0,entrada,8177
3552,2023-12-02,2,2820.0,entrada,6077
3553,2023-12-02,4,2821.0,entrada,12130
3554,2023-12-02,3,2822.0,entrada,6081
3555,2023-12-02,1,2823.0,entrada,7682
3556,2023-12-02,4,2824.0,entrada,7340
3557,2023-12-02,2,2825.0,entrada,12803
3558,2023-12-02,3,,salida,29182
3559,2023-12-02,4,2814.0,entrada,14370
3560,2023-12-03,3,,salida,27844
3561,2023-12-03,2,,salida,1434
3562,2023-12-03,3,2840.0,entrada,4758
3563,2023-12-03,1,2834.0,entrada,9287
3564,2023-12-03,2,2827.0,entrada,10806
3565,2023-12-03,1,2828.0,entrada,3815
3566,2023-12-03,3,2829.0,entrada,15475
3567,2023-12-03,1,2830.0,entrada,13724
3568,2023-12-03,4,2831.0,entrada,5758
3569,2023-12-03,2,2832.0,entrada,4907
3570,2023-12-03,1,2833.0,entrada,7122
3571,2023-12-03,2,2708.0,merma,1077
3572,2023-12-03,3,2836.0,entrada,11410
3573,2023-12-03,2,2837.0,entrada,4784
3574,2023-12-03,1,2838.0,entrada,5827
3575,2023-12-03,1,2839.0,entrada,7938
3576,2023-12-03,1,2754.0,merma,716
3577,2023-12-03,1,,salida,5446
3578,2023-12-03,3,2835.0,entrada,9689
3579,2023-12-04,4,2720.0,merma,462
3580,2023-12-04,3,2713.0,merma,455
3581,2023-12-04,2,2742.0,merma,1157
3582,2023-12-04,2,,salida,16236
3583,2023-12-04,1,,salida,19284
3584,2023-12-04,2,,salida,71876
3585,2023-12-04,4,,salida,22495
3586,2023-12-04,3,,salida,6547
3587,2023-12-04,4,2768.0,merma,433
3588,2023-12-04,3,2798.0,merma,1144
3589,2023-12-04,3,2844.0,entrada,4394
3590,2023-12-04,2,2855.0,entrada,14601
3591,2023-12-04,2,2854.0,entrada,8727
3592,2023-12-04,3,2853.0,entrada,5343
3593,2023-12-04,3,2852.0,entrada,6663
3594,2023-12-04,4,2851.0,entrada,5158
3595,2023-12-04,2,2850.0,entrada,12594
3596,2023-12-04,4,2848.0,entrada,9309
3597,2023-12-04,2,2847.0,entrada,10265
3598,2023-12-04,1,2849.0,entrada,6569
3599,2023-12-04,2,2845.0,entrada,4927
3600,2023-12-04,1,2843.0,entrada,13852
3601,2023-12-04,1,2842.0,entrada,16215
3602,2023-12-04,1,2841.0,entrada,3471
3603,2023-12-04,4,2846.0,entrada,7708
3604,2023-12-05,4,2862.0,entrada,4800
3605,2023-12-05,4,2867.0,entrada,11141
3606,2023-12-05,4,2869.0,entrada,7178
3607,2023-12-05,3,2866.0,entrada,6294
3608,2023-12-05,2,2865.0,entrada,9638
3609,2023-12-05,3,2864.0,entrada,9978
3610,2023-12-05,3,2863.0,entrada,6681
3611,2023-12-05,3,2861.0,entrada,5492
3612,2023-12-05,2,2868.0,entrada,5579
3613,2023-12-05,1,2859.0,entrada,14652
3614,2023-12-05,1,2858.0,entrada,14431
3615,2023-12-05,2,2857.0,entrada,3630
3616,2023-12-05,1,2856.0,entrada,12428
3617,2023-12-05,3,2870.0,entrada,7948
3618,2023-12-05,4,,salida,1809
3619,2023-12-05,2,,salida,28845
3620,2023-12-05,3,2860.0,entrada,4901
3621,2023-12-05,4,2871.0,entrada,6151
3622,2023-12-06,4,2874.0,entrada,15120
3623,2023-12-06,4,2875.0,entrada,13489
3624,2023-12-06,2,2876.0,entrada,5101
3625,2023-12-06,2,2872.0,entrada,12925
3626,2023-12-06,1,2886.0,entrada,7403
3627,2023-12-06,4,2885.0,entrada,11767
3628,2023-12-06,3,2884.0,entrada,8627
3629,2023-12-06,1,2883.0,entrada,5594
3630,2023-12-06,1,2882.0,entrada,11249
3631,2023-12-06,2,2881.0,entrada,5548
3632,2023-12-06,3,2879.0,entrada,7327
3633,2023-12-06,4,2878.0,entrada,5173
3634,2023-12-06,2,2877.0,entrada,4792
3635,2023-12-06,1,2873.0,entrada,3645
3636,2023-12-06,4,2880.0,entrada,10520
3637,2023-12-07,2,2888.0,entrada,3364
3638,2023-12-07,3,,salida,4611
3639,2023-12-07,1,,salida,3072
3640,2023-12-07,1,2889.0,entrada,15013
3641,2023-12-07,4,2887.0,entrada,12897
3642,2023-12-07,2,2891.0,entrada,5448
3643,2023-12-07,3,2892.0,entrada,4739
3644,2023-12-07,2,2893.0,entrada,8238
3645,2023-12-07,1,2894.0,entrada,9840
3646,2023-12-07,3,2895.0,entrada,8507
3647,2023-12-07,3,2896.0,entrada,5971
3648,2023-12-07,2,2897.0,entrada,10051
3649,2023-12-07,3,2898.0,entrada,4214
3650,2023-12-07,2,2899.0,entrada,7197
3651,2023-12-07,2,2900.0,entrada,7345
3652,2023-12-07,2,2901.0,entrada,10939
3653,2023-12-07,1,2842.0,merma,593
3654,2023-12-07,4,,salida,18357
3655,2023-12-07,3,2890.0,entrada,14670
3656,2023-12-08,3,,salida,1798
3657,2023-12-08,3,,salida,28160
3658,2023-12-08,4,2779.0,merma,1054
3659,2023-12-08,4,2868.0,merma,425
3660,2023-12-08,4,2838.0,merma,612
3661,2023-12-08,2,,salida,69047
3662,2023-12-08,1,,salida,4177
3663,2023-12-08,4,2911.0,entrada,12153
3664,2023-12-08,1,2908.0,entrada,9773
3665,2023-12-08,1,2912.0,entrada,5062
3666,2023-12-08,3,2910.0,entrada,6454
3667,2023-12-08,4,2909.0,entrada,8204
3668,2023-12-08,1,2915.0,entrada,9060
3669,2023-12-08,4,2907.0,entrada,7436
3670,2023-12-08,3,2906.0,entrada,5287
3671,2023-12-08,4,2905.0,entrada,4924
3672,2023-12-08,1,2916.0,entrada,12863
3673,2023-12-08,3,2917.0,entrada,5818
3674,2023-12-08,2,2904.0,entrada,16275
3675,2023-12-08,1,2903.0,entrada,3836
3676,2023-12-08,2,2902.0,entrada,10583
3677,2023-12-08,2,2913.0,entrada,5924
3678,2023-12-08,4,2914.0,entrada,7262
3679,2023-12-09,2,2929.0,entrada,11836
3680,2023-12-09,2,2928.0,entrada,6380
3681,2023-12-09,4,2927.0,entrada,9237
3682,2023-12-09,1,2924.0,entrada,4460
3683,2023-12-09,4,2930.0,entrada,5076
3684,2023-12-09,2,2931.0,entrada,7319
3685,2023-12-09,3,2932.0,entrada,7372
3686,2023-12-09,1,2933.0,entrada,12682
3687,2023-12-09,1,2934.0,entrada,5371
3688,2023-12-09,2,2926.0,entrada,11116
3689,2023-12-09,2,2925.0,entrada,7555
3690,2023-12-09,3,2918.0,entrada,11002
3691,2023-12-09,4,2922.0,entrada,4432
3692,2023-12-09,1,2921.0,entrada,15012
3693,2023-12-09,2,2920.0,entrada,16415
3694,2023-12-09,4,2919.0,entrada,3504
3695,2023-12-09,4,,salida,37821
3696,2023-12-09,2,,salida,69359
3697,2023-12-09,4,2865.0,merma,771
3698,2023-12-09,1,2923.0,entrada,5018
3699,2023-12-10,4,2945.0,entrada,6425
3700,2023-12-10,1,2941.0,entrada,4473
3701,2023-12-10,2,2946.0,entrada,8385
3702,2023-12-10,1,2947.0,entrada,8207
3703,2023-12-10,3,2944.0,entrada,5048
3704,2023-12-10,1,2943.0,entrada,8232
3705,2023-12-10,3,2942.0,entrada,7754
3706,2023-12-10,1,2940.0,entrada,4294
3707,2023-12-10,2,2949.0,entrada,6550
3708,2023-12-10,1,2938.0,entrada,14039
3709,2023-12-10,4,2937.0,entrada,15381
3710,2023-12-10,1,2936.0,entrada,3339
3711,2023-12-10,1,2935.0,entrada,12384
3712,2023-12-10,1,,salida,685
3713,2023-12-10,1,2799.0,merma,296
3714,2023-12-10,4,2834.0,merma,662
3715,2023-12-10,1,2845.0,merma,219
3716,2023-12-10,1,2859.0,merma,1693
3717,2023-12-10,1,2939.0,entrada,5361
3718,2023-12-10,2,2948.0,entrada,11141
3719,2023-12-10,3,,salida,14359
3720,2023-12-11,1,2960.0,entrada,12176
3721,2023-12-11,2,2964.0,entrada,5018
3722,2023-12-11,4,2963.0,entrada,8518
3723,2023-12-11,1,2962.0,entrada,5468
3724,2023-12-11,3,2961.0,entrada,4882
3725,2023-12-11,3,2959.0,entrada,6588
